Data,Nome do Produto,Quantidade,Lucro
2022-12-05,Produto A,28,297.49
2024-04-17,Produto B,93,267.92
2022-12-22,Produto D,27,664.67
2022-10-10,Produto D,49,309.44
2024-03-04,Produto A,64,527.94
2024-05-04,Produto B,17,216.01
2023-12-06,Produto C,44,807.72
2023-05-07,Produto B,93,607.71
2023-08-29,Produto D,56,599.82
2023-01-28,Produto A,41,365.55
2023-07-20,Produto B,93,490.81
2023-09-13,Produto C,19,477.57
2023-08-21,Produto D,15,710.14
2022-12-27,Produto B,4,761.55
2024-04-27,Produto B,85,745.65
2022-10-19,Produto D,70,676.6
2022-07-07,Produto B,28,55.31
2023-01-15,Produto B,30,486.66
2024-06-13,Produto B,46,831.87
2023-07-19,Produto B,19,314.54
2023-11-28,Produto C,37,797.95
2023-09-04,Produto D,51,576.65
2024-01-28,Produto D,92,601.31
2023-11-11,Produto D,48,737.27
2024-05-07,Produto C,10,17.13
2023-03-02,Produto D,64,620.86
2024-06-15,Produto A,8,306.81
2022-10-10,Produto C,7,561.83
2022-07-13,Produto A,18,127.93
2022-12-16,Produto A,87,501.91
2023-07-05,Produto C,67,689.07
2023-01-13,Produto C,26,268.8
2024-03-02,Produto A,51,403.87
2024-01-10,Produto C,1,971.58
2023-09-28,Produto C,38,722.54
2023-11-22,Produto D,36,659.97
2023-09-07,Produto D,20,759.58
2022-11-27,Produto B,9,185.62
2023-09-18,Produto C,44,79.38
2023-10-24,Produto B,85,976.84
2023-06-23,Produto C,30,187.22
2023-07-18,Produto B,34,918.3
2023-09-20,Produto C,40,68.98
2024-06-06,Produto B,41,750.93
2023-08-18,Produto D,7,677.06
2023-01-31,Produto C,68,349.33
2023-11-24,Produto C,86,910.03
2022-12-10,Produto D,4,824.89
2023-03-08,Produto B,42,675.92
2024-04-12,Produto C,65,116.65
2023-02-02,Produto A,42,671.44
2023-09-21,Produto B,73,692.72
2023-09-01,Produto C,84,545.88
2024-03-22,Produto D,93,890.49
2023-01-05,Produto D,77,390.32
2023-08-04,Produto D,88,582.64
2024-05-27,Produto B,85,454.92
2024-01-15,Produto B,42,165.26
2023-01-30,Produto D,77,932.77
2022-08-27,Produto A,16,468.91
2023-01-25,Produto C,73,120.12
2023-05-26,Produto D,37,622.96
2024-01-18,Produto C,10,842.84
2023-05-30,Produto C,75,620.55
2023-12-06,Produto C,10,20.14
2023-05-05,Produto D,10,618.74
2023-04-27,Produto D,7,111.58
2023-02-22,Produto C,82,410.27
2022-08-15,Produto C,12,797.06
2022-10-17,Produto B,17,420.42
2023-08-29,Produto A,26,338.67
2022-07-19,Produto C,50,732.34
2024-05-10,Produto C,74,463.63
2024-04-29,Produto D,29,444.66
2023-04-07,Produto A,90,593.03
2023-11-12,Produto A,91,847.23
2024-05-24,Produto A,69,635.87
2022-09-22,Produto C,70,630.82
2024-03-28,Produto A,71,50.03
2024-05-23,Produto A,52,696.81
2024-05-04,Produto A,13,218.07
2023-04-25,Produto C,51,481.89
2023-03-05,Produto C,7,600.15
2022-09-22,Produto B,82,681.25
2023-01-03,Produto C,60,695.55
2023-03-02,Produto D,42,482.53
2023-01-29,Produto D,28,223.67
2023-09-07,Produto A,32,112.15
2023-10-24,Produto D,63,485.97
2022-09-24,Produto A,56,461.26
2023-04-14,Produto D,13,216.52
2023-05-28,Produto D,97,995.59
2024-01-06,Produto A,72,588.21
2023-01-06,Produto A,47,653.0
2023-07-25,Produto B,60,71.35
2023-05-19,Produto D,32,533.18
2024-05-16,Produto A,40,842.35
2024-03-21,Produto C,44,864.23
2023-12-20,Produto A,75,546.97
2022-10-09,Produto A,40,156.22
2023-10-22,Produto C,71,503.46
2024-03-17,Produto D,88,356.98
2023-08-13,Produto C,73,935.61
2023-08-04,Produto D,44,650.12
2022-10-17,Produto A,52,622.81
2022-09-13,Produto C,80,823.36
2023-11-10,Produto B,75,756.14
2023-05-26,Produto C,12,945.92
2022-10-22,Produto D,64,771.07
2023-05-13,Produto B,51,21.54
2022-08-15,Produto A,6,81.8
2022-09-11,Produto C,7,442.22
2024-06-03,Produto D,13,861.78
2023-12-12,Produto C,23,284.54
2023-12-02,Produto A,12,267.25
2023-01-13,Produto C,63,188.41
2024-02-26,Produto C,69,604.2
2024-02-02,Produto B,85,189.1
2024-02-08,Produto B,96,186.43
2023-08-19,Produto A,57,309.14
2023-07-10,Produto D,20,54.85
2023-12-12,Produto D,32,629.5
2024-03-03,Produto A,16,718.55
2024-05-07,Produto A,36,489.85
2023-10-11,Produto B,2,713.32
2024-01-09,Produto D,78,481.18
2023-01-16,Produto B,31,992.88
2023-01-22,Produto D,13,295.01
2023-12-15,Produto A,12,149.71
2023-01-29,Produto D,75,876.49
2024-05-21,Produto C,5,789.76
2022-07-12,Produto D,99,133.57
2023-12-06,Produto C,55,993.83
2024-06-16,Produto B,21,216.18
2023-09-05,Produto B,95,512.64
2023-02-27,Produto A,78,260.91
2023-05-10,Produto D,2,530.85
2023-08-29,Produto D,77,962.73
2023-01-19,Produto C,4,527.96
2024-04-26,Produto B,33,131.11
2023-08-23,Produto B,23,517.47
2024-02-22,Produto B,67,34.17
2024-06-09,Produto A,87,537.34
2023-07-05,Produto B,68,258.42
2023-06-02,Produto B,63,597.26
2024-02-08,Produto C,70,431.24
2024-05-07,Produto A,60,406.12
2024-04-08,Produto B,31,333.54
2023-11-03,Produto B,68,343.9
2022-10-27,Produto C,79,99.8
2023-08-20,Produto C,31,180.28
2023-06-14,Produto A,22,525.83
2023-05-18,Produto A,16,164.04
2023-01-06,Produto C,86,356.91
2023-09-17,Produto A,46,584.17
2022-08-24,Produto D,19,773.34
2022-07-30,Produto B,51,714.41
2022-07-30,Produto D,63,604.1
2023-03-31,Produto D,51,116.09
2023-04-30,Produto A,41,350.55
2023-04-06,Produto D,21,119.6
2023-06-24,Produto D,8,424.46
2024-03-18,Produto B,47,921.8
2024-03-07,Produto A,53,201.79
2022-08-16,Produto B,6,383.12
2022-09-20,Produto A,61,559.04
2022-09-03,Produto D,45,216.36
2024-06-12,Produto A,33,81.15
2023-08-31,Produto D,67,604.49
2023-12-30,Produto B,82,106.36
2023-10-05,Produto D,38,148.68
2023-06-07,Produto B,14,855.39
2024-02-14,Produto B,99,842.78
2024-04-08,Produto C,53,46.67
2023-10-11,Produto A,90,488.18
2023-12-22,Produto D,56,302.91
2024-05-22,Produto A,12,61.78
2022-09-27,Produto A,18,577.5
2024-05-06,Produto A,96,179.87
2023-03-14,Produto C,96,748.99
2024-03-20,Produto D,1,788.29
2022-08-17,Produto D,58,918.21
2023-04-05,Produto D,24,186.33
2023-02-27,Produto A,99,119.73
2022-10-18,Produto D,64,985.98
2023-10-24,Produto D,58,354.27
2023-06-11,Produto A,93,470.94
2024-01-27,Produto C,55,349.07
2023-11-18,Produto A,63,841.74
2022-08-06,Produto D,11,108.0
2023-12-01,Produto C,95,659.99
2024-05-16,Produto D,76,938.88
2022-07-13,Produto B,27,872.02
2022-07-18,Produto C,4,575.2
2022-07-28,Produto A,58,62.77
2022-10-21,Produto C,35,658.79
2023-11-08,Produto C,47,351.63
2023-03-19,Produto C,86,826.6
2023-05-17,Produto D,36,338.83
2024-02-24,Produto B,67,79.83
2022-09-27,Produto A,25,274.83
2023-11-20,Produto A,100,947.79
2023-01-18,Produto C,42,127.63
2023-12-06,Produto B,36,805.51
2024-04-26,Produto A,27,173.83
2023-08-04,Produto B,8,934.73
2024-03-11,Produto B,46,293.13
2023-12-22,Produto A,31,638.2
2023-05-16,Produto A,7,813.94
2023-04-06,Produto D,56,423.77
2023-08-17,Produto C,5,811.08
2024-04-23,Produto D,33,793.09
2024-01-04,Produto A,35,952.41
2023-06-11,Produto D,62,900.31
2022-08-19,Produto C,92,21.05
2022-09-26,Produto D,76,311.26
2023-04-12,Produto A,31,50.41
2023-01-23,Produto D,41,992.72
2023-11-18,Produto B,92,634.47
2024-03-16,Produto B,25,242.1
2022-09-14,Produto B,46,273.94
2024-01-19,Produto C,57,515.91
2023-01-06,Produto D,14,325.76
2022-07-08,Produto C,36,185.4
2023-04-14,Produto C,61,152.34
2023-10-08,Produto A,4,984.66
2023-10-03,Produto B,86,811.05
2023-05-04,Produto D,24,315.07
2022-11-23,Produto A,35,355.04
2022-08-17,Produto B,34,223.17
2024-04-04,Produto B,44,132.48
2023-10-22,Produto A,98,324.46
2022-07-10,Produto C,30,113.09
2023-07-24,Produto A,90,112.6
2024-06-07,Produto D,83,649.46
2023-02-13,Produto C,94,882.96
2023-04-06,Produto B,7,673.34
2022-11-17,Produto A,81,10.34
2024-04-02,Produto A,26,820.91
2023-03-06,Produto A,17,262.35
2024-06-24,Produto D,40,789.63
2024-06-14,Produto A,59,976.41
2023-04-24,Produto C,50,829.47
2023-04-13,Produto A,28,373.43
2022-07-28,Produto B,3,494.88
2023-08-14,Produto A,26,37.22
2023-10-16,Produto B,100,154.84
2024-05-26,Produto A,61,527.7
2022-10-16,Produto C,100,277.32
2023-06-22,Produto C,85,720.91
2023-03-12,Produto D,2,445.59
2023-05-23,Produto C,54,578.82
2023-09-24,Produto A,83,22.79
2023-04-19,Produto B,57,614.73
2024-02-26,Produto A,82,522.51
2024-05-28,Produto D,27,26.59
2023-12-23,Produto C,59,774.06
2023-06-18,Produto A,91,401.61
2023-08-18,Produto D,39,351.25
2024-01-02,Produto A,13,913.49
2023-12-01,Produto C,58,569.92
2022-11-25,Produto C,24,65.71
2022-08-01,Produto D,59,704.54
2023-12-22,Produto D,64,251.21
2023-05-31,Produto D,5,458.86
2023-08-17,Produto C,15,539.31
2023-12-10,Produto D,64,947.98
2023-04-26,Produto C,84,381.43
2023-05-25,Produto B,33,199.39
2022-08-31,Produto B,31,375.86
2023-02-03,Produto B,58,185.91
2023-03-29,Produto C,96,488.81
2023-08-19,Produto D,68,119.37
2023-12-05,Produto A,93,40.1
2024-02-03,Produto D,15,510.62
2023-05-14,Produto A,27,962.41
2022-09-14,Produto D,8,845.17
2023-04-17,Produto C,88,201.77
2024-05-25,Produto A,64,512.23
2023-04-30,Produto D,30,709.57
2023-08-23,Produto B,80,387.25
2024-02-22,Produto B,45,166.43
2022-09-28,Produto B,29,684.4
2023-05-24,Produto D,4,223.22
2024-04-11,Produto C,26,759.9
2022-07-28,Produto B,41,238.26
2022-07-18,Produto C,73,513.84
2023-06-06,Produto C,94,84.85
2023-04-04,Produto D,25,544.47
2024-06-04,Produto C,62,210.21
2023-11-22,Produto C,39,542.17
2023-08-16,Produto A,26,137.4
2022-07-30,Produto C,57,588.78
2023-03-30,Produto D,9,892.33
2023-11-16,Produto C,82,578.54
2024-05-25,Produto C,12,349.39
2023-07-08,Produto A,35,410.23
2023-05-20,Produto C,70,93.29
2022-09-22,Produto D,96,947.67
2023-04-12,Produto B,88,332.88
2022-07-21,Produto B,70,755.51
2023-09-11,Produto C,12,245.48
2024-02-25,Produto A,7,518.74
2024-06-09,Produto D,70,232.31
2023-05-12,Produto C,29,696.8
2022-09-09,Produto C,54,698.17
2022-10-11,Produto A,94,894.77
2023-01-18,Produto A,94,449.24
2023-04-12,Produto B,29,498.52
2024-01-13,Produto A,39,768.33
2023-09-14,Produto C,13,717.37
2024-06-22,Produto D,97,161.4
2023-12-08,Produto B,100,103.12
2024-05-27,Produto A,48,608.32
2022-11-25,Produto B,17,529.07
2022-07-22,Produto A,94,367.08
2023-04-11,Produto A,34,334.64
2024-03-25,Produto B,96,12.7
2023-05-26,Produto B,9,761.74
2022-09-02,Produto C,26,783.33
2023-11-22,Produto C,75,693.45
2024-03-03,Produto B,9,749.94
2023-10-07,Produto C,76,350.63
2022-11-22,Produto B,16,790.4
2024-02-09,Produto C,15,736.12
2023-07-06,Produto B,76,862.2
2023-02-26,Produto C,30,587.93
2024-03-25,Produto C,47,786.83
2023-06-08,Produto C,53,608.67
2023-03-23,Produto B,22,566.33
2024-04-23,Produto A,3,74.61
2022-11-16,Produto C,64,512.92
2023-05-01,Produto D,21,723.53
2022-11-07,Produto C,2,311.77
2024-02-26,Produto C,3,114.42
2023-08-04,Produto A,51,806.06
2023-02-09,Produto D,16,40.07
2022-08-08,Produto A,98,794.29
2023-08-09,Produto C,85,208.82
2022-12-25,Produto B,19,723.94
2022-08-27,Produto D,80,310.59
2023-08-28,Produto B,88,901.09
2023-05-01,Produto A,87,315.42
2023-02-26,Produto B,19,915.37
2022-08-08,Produto D,78,683.48
2022-09-19,Produto D,21,124.62
2022-09-21,Produto C,45,550.43
2024-03-31,Produto D,85,269.26
2023-10-30,Produto B,99,526.61
2023-05-12,Produto D,38,810.72
2024-04-10,Produto D,23,204.31
2023-07-05,Produto B,33,324.54
2022-12-06,Produto C,17,714.76
2022-07-23,Produto A,3,456.02
2023-07-12,Produto B,42,485.52
2023-04-06,Produto A,22,453.89
2024-02-25,Produto B,52,713.02
2022-09-16,Produto C,12,640.59
2022-10-03,Produto C,7,438.28
2024-02-28,Produto C,86,607.65
2023-06-16,Produto B,27,848.33
2022-09-23,Produto C,35,761.34
2023-01-05,Produto B,99,538.42
2022-09-08,Produto D,30,95.66
2024-06-19,Produto D,97,430.93
2023-10-21,Produto B,22,363.6
2023-04-22,Produto C,39,104.31
2023-02-26,Produto D,49,582.7
2024-06-20,Produto D,61,447.72
2022-09-10,Produto D,60,90.95
2023-03-30,Produto D,34,259.38
2024-06-13,Produto D,25,779.04
2023-08-23,Produto B,63,604.74
2023-05-18,Produto B,56,369.13
2023-10-17,Produto D,56,476.72
2024-03-31,Produto A,74,646.64
2022-09-29,Produto D,55,413.32
2022-09-17,Produto C,97,619.02
2023-10-28,Produto C,38,49.07
2023-06-07,Produto A,76,595.17
2022-10-11,Produto B,44,169.49
2023-10-23,Produto A,10,664.88
2023-05-08,Produto D,49,246.8
2023-01-17,Produto C,5,565.99
2022-09-17,Produto D,97,915.83
2022-12-21,Produto A,95,810.0
2022-12-17,Produto B,98,926.39
2024-04-26,Produto C,12,615.24
2024-02-05,Produto D,42,868.15
2022-09-07,Produto C,55,900.11
2023-08-26,Produto A,49,921.24
2023-11-20,Produto B,100,746.48
2023-05-15,Produto D,22,663.6
2024-01-30,Produto A,70,625.4
2024-03-09,Produto B,46,950.92
2024-05-21,Produto D,69,450.35
2023-05-04,Produto C,47,182.66
2024-04-10,Produto A,46,803.18
2023-12-03,Produto C,74,106.58
2022-11-01,Produto B,65,450.9
2023-06-23,Produto D,94,677.75
2023-12-14,Produto C,50,447.93
2023-05-12,Produto D,51,584.24
2023-01-03,Produto B,92,335.18
2023-02-15,Produto B,99,435.06
2024-01-22,Produto A,98,796.35
2023-08-31,Produto A,1,135.36
2022-07-19,Produto C,67,648.53
2022-10-03,Produto C,69,408.67
2024-05-30,Produto A,1,997.98
2023-02-12,Produto D,67,565.8
2023-07-24,Produto B,40,868.26
2022-11-21,Produto C,67,954.11
2022-07-08,Produto B,61,994.98
2022-09-11,Produto B,65,513.83
2023-12-28,Produto A,68,298.78
2023-02-13,Produto C,22,712.0
2022-08-02,Produto A,45,988.71
2022-12-25,Produto B,37,735.57
2022-11-21,Produto C,12,46.68
2023-09-15,Produto B,82,27.83
2024-01-02,Produto C,30,130.77
2022-07-19,Produto A,11,629.4
2023-01-12,Produto D,51,39.39
2024-02-23,Produto C,99,335.76
2023-11-30,Produto A,73,385.5
2023-06-21,Produto C,12,437.35
2022-09-12,Produto B,3,351.74
2024-05-28,Produto A,86,177.0
2024-01-20,Produto B,80,932.89
2022-10-25,Produto A,70,891.77
2024-02-02,Produto D,76,260.37
2022-11-13,Produto B,82,846.27
2023-03-29,Produto A,67,206.49
2023-04-24,Produto D,5,21.96
2023-09-01,Produto B,72,926.84
2023-06-27,Produto C,59,350.18
2024-03-18,Produto D,24,290.98
2024-05-03,Produto C,25,482.03
2022-09-08,Produto A,3,799.51
2022-10-25,Produto D,5,697.16
2023-02-05,Produto C,69,611.54
2023-12-04,Produto D,30,355.1
2022-09-04,Produto B,98,731.02
2022-10-30,Produto B,15,952.67
2024-05-23,Produto D,44,449.78
2023-10-15,Produto D,63,570.7
2024-02-06,Produto C,12,808.56
2022-09-17,Produto A,23,223.41
2022-11-29,Produto A,87,688.06
2022-08-21,Produto A,7,815.0
2022-10-18,Produto C,9,476.73
2023-04-06,Produto B,67,378.6
2022-10-14,Produto C,39,727.51
2023-09-20,Produto A,25,562.66
2023-10-09,Produto C,11,565.75
2023-07-11,Produto D,57,747.1
2022-12-11,Produto C,91,990.93
2022-12-19,Produto A,59,503.15
2022-09-09,Produto D,95,391.17
2024-02-11,Produto A,40,827.74
2022-11-25,Produto A,48,373.09
2023-06-02,Produto B,66,146.38
2023-12-20,Produto B,7,161.63
2023-08-16,Produto C,81,669.36
2023-10-21,Produto C,5,373.88
2023-12-12,Produto A,15,787.69
2023-01-26,Produto A,22,288.98
2023-11-15,Produto A,74,513.8
2023-11-11,Produto B,10,267.44
2023-06-10,Produto D,90,762.75
2022-12-15,Produto D,83,777.62
2023-02-20,Produto D,35,831.56
2022-10-25,Produto D,6,259.4
2023-01-19,Produto D,63,293.44
2022-07-17,Produto A,44,774.49
2022-10-25,Produto D,82,201.0
2024-03-15,Produto D,33,935.73
2024-06-02,Produto B,32,568.18
2023-12-30,Produto C,3,425.53
2023-12-26,Produto C,32,189.71
2023-09-08,Produto B,45,914.97
2024-06-21,Produto C,28,31.92
2023-05-14,Produto B,17,535.22
2024-04-15,Produto C,53,43.06
2022-07-28,Produto D,99,798.53
2023-01-29,Produto B,2,513.14
2024-01-04,Produto C,78,442.97
2023-07-20,Produto B,6,798.45
2023-01-06,Produto B,45,479.43
2023-02-05,Produto B,100,731.32
2022-11-25,Produto B,20,174.65
2023-05-20,Produto A,18,182.26
2023-03-10,Produto B,85,994.84
2023-08-23,Produto B,14,810.76
2024-05-16,Produto D,30,838.75
2024-06-04,Produto B,21,855.97
2024-01-10,Produto A,91,305.5
2023-01-06,Produto B,23,27.3
2024-05-28,Produto B,58,742.05
2022-11-23,Produto B,82,393.77
2023-01-30,Produto D,67,217.41
2023-07-18,Produto D,29,267.48
2024-05-07,Produto B,7,810.89
2023-01-14,Produto B,77,540.56
2023-07-11,Produto C,54,102.33
2024-02-29,Produto C,38,484.39
2023-10-20,Produto A,55,696.75
2024-03-30,Produto A,33,891.17
2022-09-03,Produto B,43,526.16
2022-08-03,Produto C,82,808.14
2024-02-15,Produto B,18,408.22
2023-04-05,Produto D,2,523.42
2022-11-18,Produto A,96,582.18
2023-05-10,Produto D,53,81.86
2022-12-01,Produto C,87,970.39
2022-11-22,Produto A,15,59.58
2023-08-26,Produto A,8,247.58
2023-07-27,Produto C,30,848.21
2023-10-26,Produto A,53,487.43
2023-02-26,Produto C,18,573.92
2023-06-22,Produto C,98,882.08
2023-12-12,Produto C,94,905.29
2023-01-25,Produto B,4,667.43
2023-03-28,Produto C,15,130.17
2023-05-18,Produto D,48,380.0
2023-12-15,Produto C,49,80.84
2024-02-26,Produto C,62,654.43
2023-02-25,Produto D,35,677.52
2023-01-25,Produto D,49,908.23
2023-02-18,Produto A,5,728.4
2023-11-21,Produto D,56,380.52
2022-11-27,Produto B,54,714.81
2022-08-30,Produto B,36,181.65
2022-12-01,Produto B,2,48.4
2022-09-15,Produto A,53,366.97
2023-01-23,Produto C,50,87.95
2024-04-16,Produto D,52,957.5
2023-03-30,Produto A,76,231.1
2023-09-01,Produto A,26,468.46
2023-10-26,Produto C,43,929.67
2023-11-07,Produto B,42,511.23
2022-07-27,Produto D,93,58.64
2023-07-16,Produto A,73,101.26
2024-02-07,Produto B,35,338.78
2023-02-16,Produto D,6,497.49
2024-04-09,Produto C,68,341.9
2023-04-06,Produto A,17,273.62
2023-03-16,Produto D,11,728.86
2024-01-01,Produto A,100,784.82
2022-12-27,Produto C,20,918.56
2023-07-19,Produto A,57,644.48
2022-11-12,Produto D,54,238.24
2023-04-11,Produto B,57,284.5
2024-02-12,Produto A,23,314.1
2024-04-01,Produto C,38,433.16
2023-12-12,Produto B,98,908.47
2024-03-22,Produto A,89,219.15
2024-04-18,Produto A,44,870.92
2022-08-26,Produto A,4,188.21
2023-11-23,Produto A,90,247.37
2023-08-13,Produto A,78,314.62
2024-03-02,Produto A,50,90.65
2024-06-02,Produto B,15,243.98
2023-07-16,Produto D,4,11.68
2024-04-14,Produto D,52,823.03
2024-06-19,Produto C,39,363.6
2022-09-12,Produto C,1,239.88
2023-03-30,Produto B,89,435.63
2023-08-30,Produto C,76,762.53
2023-10-06,Produto C,17,415.16
2024-05-31,Produto C,22,425.05
2023-04-16,Produto B,64,24.98
2023-02-17,Produto B,2,367.6
2024-01-31,Produto B,86,452.36
2023-12-13,Produto C,85,48.63
2024-01-03,Produto A,1,843.48
2022-07-07,Produto C,99,353.92
2024-02-18,Produto B,16,66.31
2023-10-05,Produto A,53,25.55
2024-06-02,Produto D,1,583.13
2023-11-10,Produto B,84,893.84
2023-05-12,Produto A,56,354.66
2024-06-23,Produto A,9,927.68
2023-05-10,Produto B,18,986.71
2022-11-30,Produto B,28,246.34
2022-11-01,Produto A,75,526.04
2022-08-13,Produto D,16,303.84
2024-03-06,Produto C,68,567.85
2023-12-28,Produto B,81,420.11
2023-05-11,Produto B,7,814.02
2023-06-14,Produto B,4,412.35
2023-09-01,Produto A,81,370.08
2024-02-13,Produto A,26,428.32
2023-06-30,Produto D,23,912.48
2022-07-09,Produto B,17,450.2
2023-11-03,Produto C,60,572.74
2024-02-03,Produto A,22,681.96
2023-08-16,Produto D,62,138.74
2023-08-03,Produto B,75,399.77
2023-02-01,Produto A,61,364.23
2024-06-14,Produto C,33,44.04
2023-02-04,Produto D,20,79.56
2023-03-13,Produto A,28,806.63
2024-01-09,Produto B,62,91.34
2023-03-30,Produto D,35,674.64
2023-05-12,Produto A,72,310.62
2024-06-06,Produto D,6,909.21
2024-03-14,Produto A,46,128.42
2024-01-20,Produto B,93,779.8
2022-09-17,Produto C,83,327.78
2024-01-12,Produto C,53,540.52
2023-06-22,Produto C,14,496.24
2023-07-02,Produto B,55,300.26
2023-09-29,Produto D,9,738.79
2023-10-13,Produto A,20,641.55
2023-10-06,Produto D,74,313.54
2024-02-17,Produto D,84,158.8
2022-12-22,Produto C,8,598.87
2023-02-28,Produto D,71,163.41
2023-12-10,Produto C,28,408.33
2022-12-11,Produto A,76,303.77
2023-12-26,Produto B,60,983.05
2022-12-22,Produto C,74,248.23
2023-09-07,Produto A,1,106.72
2022-08-21,Produto B,26,342.77
2023-12-07,Produto A,8,834.59
2023-01-23,Produto B,70,318.49
2023-12-21,Produto B,94,651.8
2022-10-23,Produto C,75,898.61
2023-12-07,Produto A,62,918.97
2024-06-18,Produto D,73,316.06
2024-01-08,Produto B,90,232.28
2023-01-24,Produto A,49,299.4
2023-01-26,Produto C,16,530.95
2024-05-10,Produto B,50,938.47
2022-09-07,Produto D,64,394.56
2022-11-25,Produto D,17,703.36
2024-02-29,Produto D,89,186.29
2023-02-01,Produto D,88,826.61
2022-10-03,Produto C,41,934.15
2023-04-27,Produto A,2,310.31
2022-12-10,Produto B,21,336.09
2023-11-25,Produto C,46,290.89
2023-03-08,Produto D,94,100.86
2024-02-24,Produto C,47,199.34
2024-04-22,Produto A,22,457.31
2023-01-17,Produto D,62,721.8
2023-11-25,Produto B,100,583.02
2024-04-09,Produto D,37,637.06
2023-03-06,Produto A,11,932.21
2023-02-20,Produto D,57,533.05
2024-01-05,Produto B,13,842.65
2022-10-08,Produto B,31,438.36
2023-07-24,Produto C,95,429.82
2023-12-07,Produto D,61,605.24
2022-11-20,Produto D,63,705.68
2022-10-02,Produto C,73,735.76
2024-04-15,Produto D,99,921.66
2024-03-18,Produto B,58,870.27
2024-05-18,Produto C,4,919.03
2023-11-28,Produto C,45,526.91
2023-07-24,Produto D,68,412.1
2023-05-14,Produto C,81,798.29
2023-05-12,Produto A,33,779.66
2022-12-21,Produto C,17,432.6
2024-04-14,Produto D,1,979.98
2023-10-20,Produto A,35,139.64
2023-09-07,Produto C,30,369.99
2024-01-11,Produto A,36,561.84
2023-04-17,Produto D,38,96.98
2024-06-14,Produto A,1,238.8
2024-01-16,Produto C,86,466.4
2024-01-21,Produto C,20,157.77
2023-03-25,Produto B,69,218.75
2023-05-13,Produto A,87,684.33
2022-11-28,Produto A,67,747.26
2023-07-10,Produto C,14,158.6
2023-11-17,Produto D,57,319.78
2022-12-14,Produto D,82,60.05
2024-01-12,Produto C,44,389.78
2024-04-24,Produto A,44,193.28
2023-10-28,Produto A,96,789.07
2022-12-07,Produto B,45,122.62
2023-06-26,Produto B,96,195.24
2024-04-19,Produto B,31,392.19
2024-03-07,Produto B,8,948.73
2022-08-25,Produto A,39,760.11
2023-11-07,Produto C,78,521.96
2022-10-07,Produto A,91,368.16
2023-07-15,Produto B,75,884.43
2022-12-15,Produto B,7,141.46
2022-11-27,Produto B,71,660.66
2023-07-17,Produto D,93,578.5
2023-10-07,Produto A,77,180.28
2022-08-08,Produto B,33,185.37
2022-12-13,Produto B,95,490.19
2023-04-02,Produto A,34,965.3
2023-10-27,Produto A,72,300.8
2023-11-06,Produto A,51,518.3
2023-05-08,Produto A,31,75.47
2023-03-16,Produto C,28,504.58
2024-01-05,Produto D,89,217.94
2024-01-04,Produto C,9,314.46
2023-11-13,Produto C,59,159.57
2023-11-29,Produto D,84,501.97
2024-05-16,Produto C,16,86.14
2023-07-11,Produto B,93,498.17
2023-11-07,Produto B,74,105.29
2024-03-20,Produto A,32,820.68
2023-07-10,Produto A,68,72.95
2023-07-19,Produto B,27,32.43
2022-09-30,Produto C,60,558.85
2023-05-13,Produto B,20,233.88
2023-01-19,Produto D,83,218.93
2022-08-30,Produto D,38,70.7
2024-04-07,Produto B,27,220.32
2022-11-13,Produto C,11,894.92
2023-03-01,Produto A,68,332.98
2023-11-17,Produto D,25,405.5
2022-08-29,Produto A,68,169.41
2024-04-29,Produto A,100,152.76
2023-09-05,Produto D,43,962.33
2023-06-24,Produto A,34,924.66
2024-02-23,Produto D,3,629.41
2023-12-01,Produto A,69,893.68
2023-06-20,Produto C,56,335.46
2023-06-06,Produto C,64,948.9
2024-04-17,Produto A,62,53.53
2022-08-27,Produto C,53,779.56
2023-02-16,Produto B,85,275.98
2022-12-05,Produto A,54,553.83
2022-12-26,Produto B,42,946.75
2022-07-14,Produto C,83,982.61
2023-08-23,Produto D,28,285.3
2023-11-01,Produto A,40,788.45
2023-06-24,Produto A,96,758.19
2023-08-16,Produto B,64,290.6
2022-08-26,Produto B,84,578.48
2023-01-13,Produto D,28,500.15
2022-10-23,Produto C,15,619.62
2024-03-25,Produto B,99,410.99
2023-03-01,Produto C,20,545.84
2022-08-21,Produto B,5,894.76
2023-05-30,Produto B,78,945.1
2022-10-22,Produto C,42,795.5
2023-03-19,Produto C,55,44.71
2024-06-15,Produto B,47,941.6
2023-03-20,Produto C,88,922.1
2022-10-10,Produto C,5,231.53
2023-01-26,Produto A,100,755.07
2023-10-22,Produto D,58,507.04
2024-01-13,Produto B,97,696.08
2024-04-19,Produto A,42,495.08
2022-08-03,Produto B,47,703.51
2023-10-17,Produto B,18,40.03
2023-07-11,Produto B,77,860.71
2024-02-26,Produto B,94,79.7
2024-06-23,Produto C,4,191.52
2023-11-23,Produto B,57,955.84
2022-12-23,Produto B,42,425.73
2023-10-21,Produto D,29,981.18
2023-10-09,Produto A,67,257.05
2024-04-21,Produto A,31,81.09
2023-02-28,Produto C,8,429.45
2024-05-04,Produto C,58,331.38
2022-09-10,Produto C,54,676.28
2023-10-23,Produto C,23,429.47
2022-12-30,Produto D,35,899.85
2024-03-18,Produto B,100,224.75
2023-07-03,Produto B,71,248.98
2022-07-27,Produto B,75,527.02
2023-06-14,Produto B,98,163.13
2022-12-11,Produto A,69,512.32
2023-05-21,Produto B,15,87.29
2023-05-08,Produto B,73,824.29
